source,date,datetime,year,month,month_name,day_of_week,day_name,hour,coffee_name,money,payment_method,cash_type,card
index_1,2025-02-08,2025-02-08 11:02:41.385,2025,2,February,5,Saturday,11,Cortado,25.96,card,card,ANON-0000-0000-1194
index_1,2025-02-08,2025-02-08 11:39:33.882,2025,2,February,5,Saturday,11,Americano,25.96,card,card,ANON-0000-0000-1195
index_1,2025-02-08,2025-02-08 12:46:12.840,2025,2,February,5,Saturday,12,Americano,25.96,card,card,ANON-0000-0000-1167
index_1,2025-02-08,2025-02-08 13:26:47.588,2025,2,February,5,Saturday,13,Americano,25.96,card,card,ANON-0000-0000-1170
index_1,2025-02-08,2025-02-08 15:07:04.164,2025,2,February,5,Saturday,15,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-08,2025-02-08 15:08:09.210,2025,2,February,5,Saturday,15,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-09,2025-02-09 08:49:24.111,2025,2,February,6,Sunday,8,Cocoa,35.76,card,card,ANON-0000-0000-1161
index_1,2025-02-09,2025-02-09 10:31:09.185,2025,2,February,6,Sunday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1157
index_1,2025-02-09,2025-02-09 10:51:28.019,2025,2,February,6,Sunday,10,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-09,2025-02-09 12:05:05.007,2025,2,February,6,Sunday,12,Latte,35.76,card,card,ANON-0000-0000-1196
index_1,2025-02-09,2025-02-09 15:13:09.171,2025,2,February,6,Sunday,15,Cocoa,35.76,card,card,ANON-0000-0000-1189
index_1,2025-02-09,2025-02-09 15:14:02.345,2025,2,February,6,Sunday,15,Latte,35.76,card,card,ANON-0000-0000-1189
index_1,2025-02-09,2025-02-09 15:15:57.899,2025,2,February,6,Sunday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1178
index_1,2025-02-09,2025-02-09 15:16:52.224,2025,2,February,6,Sunday,15,Cocoa,35.76,card,card,ANON-0000-0000-1179
index_1,2025-02-09,2025-02-09 16:20:18.825,2025,2,February,6,Sunday,16,Cortado,25.96,card,card,ANON-0000-0000-1161
index_1,2025-02-10,2025-02-10 07:01:46.579,2025,2,February,0,Monday,7,Americano,25.96,card,card,ANON-0000-0000-1152
index_1,2025-02-10,2025-02-10 08:16:32.125,2025,2,February,0,Monday,8,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-10,2025-02-10 08:24:56.389,2025,2,February,0,Monday,8,Americano,25.96,card,card,ANON-0000-0000-1152
index_1,2025-02-10,2025-02-10 11:11:43.020,2025,2,February,0,Monday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-1153
index_1,2025-02-10,2025-02-10 13:08:50.162,2025,2,February,0,Monday,13,Americano,25.96,card,card,ANON-0000-0000-1167
index_1,2025-02-10,2025-02-10 13:11:05.976,2025,2,February,0,Monday,13,Cocoa,35.76,card,card,ANON-0000-0000-1168
index_1,2025-02-10,2025-02-10 13:26:54.671,2025,2,February,0,Monday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-1197
index_1,2025-02-10,2025-02-10 13:40:13.329,2025,2,February,0,Monday,13,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-10,2025-02-10 14:01:52.039,2025,2,February,0,Monday,14,Latte,35.76,card,card,ANON-0000-0000-1199
index_1,2025-02-10,2025-02-10 14:07:41.358,2025,2,February,0,Monday,14,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-10,2025-02-10 14:11:46.466,2025,2,February,0,Monday,14,Cocoa,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-10,2025-02-10 14:15:44.582,2025,2,February,0,Monday,14,Cocoa,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-10,2025-02-10 15:01:54.950,2025,2,February,0,Monday,15,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-10,2025-02-10 15:14:01.175,2025,2,February,0,Monday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-1166
index_1,2025-02-10,2025-02-10 15:46:02.637,2025,2,February,0,Monday,15,Latte,35.76,card,card,ANON-0000-0000-1191
index_1,2025-02-10,2025-02-10 15:47:44.088,2025,2,February,0,Monday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1165
index_1,2025-02-10,2025-02-10 16:20:55.047,2025,2,February,0,Monday,16,Cocoa,35.76,card,card,ANON-0000-0000-1170
index_1,2025-02-10,2025-02-10 17:12:02.356,2025,2,February,0,Monday,17,Americano,25.96,card,card,ANON-0000-0000-0878
index_1,2025-02-10,2025-02-10 18:27:14.597,2025,2,February,0,Monday,18,Americano with Milk,30.86,card,card,ANON-0000-0000-1157
index_1,2025-02-10,2025-02-10 19:14:01.461,2025,2,February,0,Monday,19,Latte,35.76,card,card,ANON-0000-0000-1178
index_1,2025-02-10,2025-02-10 19:14:53.526,2025,2,February,0,Monday,19,Latte,35.76,card,card,ANON-0000-0000-1201
index_1,2025-02-11,2025-02-11 10:38:26.035,2025,2,February,1,Tuesday,10,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-11,2025-02-11 11:19:15.478,2025,2,February,1,Tuesday,11,Americano,25.96,card,card,ANON-0000-0000-1176
index_1,2025-02-11,2025-02-11 11:20:12.152,2025,2,February,1,Tuesday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-1166
index_1,2025-02-11,2025-02-11 11:21:08.002,2025,2,February,1,Tuesday,11,Cocoa,35.76,card,card,ANON-0000-0000-1189
index_1,2025-02-11,2025-02-11 15:56:49.868,2025,2,February,1,Tuesday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1156
index_1,2025-02-11,2025-02-11 16:09:08.439,2025,2,February,1,Tuesday,16,Americano with Milk,30.86,card,card,ANON-0000-0000-1194
index_1,2025-02-11,2025-02-11 16:49:40.995,2025,2,February,1,Tuesday,16,Espresso,21.06,card,card,ANON-0000-0000-1202
index_1,2025-02-11,2025-02-11 17:35:34.920,2025,2,February,1,Tuesday,17,Latte,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-11,2025-02-11 17:36:42.232,2025,2,February,1,Tuesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1163
index_1,2025-02-11,2025-02-11 17:44:12.594,2025,2,February,1,Tuesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1203
index_1,2025-02-11,2025-02-11 17:50:40.426,2025,2,February,1,Tuesday,17,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-11,2025-02-11 17:54:37.833,2025,2,February,1,Tuesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1203
index_1,2025-02-11,2025-02-11 19:04:11.037,2025,2,February,1,Tuesday,19,Latte,35.76,card,card,ANON-0000-0000-1204
index_1,2025-02-11,2025-02-11 19:05:03.830,2025,2,February,1,Tuesday,19,Cocoa,35.76,card,card,ANON-0000-0000-1204
index_1,2025-02-12,2025-02-12 07:16:57.164,2025,2,February,2,Wednesday,7,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-12,2025-02-12 07:35:37.551,2025,2,February,2,Wednesday,7,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-12,2025-02-12 08:54:35.758,2025,2,February,2,Wednesday,8,Cocoa,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-12,2025-02-12 09:19:45.900,2025,2,February,2,Wednesday,9,Americano with Milk,30.86,card,card,ANON-0000-0000-1153
index_1,2025-02-12,2025-02-12 10:43:13.475,2025,2,February,2,Wednesday,10,Americano,25.96,card,card,ANON-0000-0000-1188
index_1,2025-02-12,2025-02-12 12:43:29.084,2025,2,February,2,Wednesday,12,Americano,25.96,card,card,ANON-0000-0000-1205
index_1,2025-02-12,2025-02-12 13:08:09.325,2025,2,February,2,Wednesday,13,Americano,25.96,card,card,ANON-0000-0000-1206
index_1,2025-02-12,2025-02-12 13:41:39.723,2025,2,February,2,Wednesday,13,Hot Chocolate,35.76,card,card,ANON-0000-0000-1160
index_1,2025-02-12,2025-02-12 15:41:24.777,2025,2,February,2,Wednesday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1164
index_1,2025-02-12,2025-02-12 15:42:16.575,2025,2,February,2,Wednesday,15,Latte,35.76,card,card,ANON-0000-0000-1191
index_1,2025-02-12,2025-02-12 15:43:34.522,2025,2,February,2,Wednesday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1165
index_1,2025-02-12,2025-02-12 16:12:58.376,2025,2,February,2,Wednesday,16,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-12,2025-02-12 16:26:08.533,2025,2,February,2,Wednesday,16,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-12,2025-02-12 17:05:31.989,2025,2,February,2,Wednesday,17,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-12,2025-02-12 17:42:51.484,2025,2,February,2,Wednesday,17,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-12,2025-02-12 20:05:40.740,2025,2,February,2,Wednesday,20,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2025-02-12,2025-02-12 20:23:13.374,2025,2,February,2,Wednesday,20,Cocoa,35.76,card,card,ANON-0000-0000-1178
index_1,2025-02-12,2025-02-12 21:17:04.272,2025,2,February,2,Wednesday,21,Cappuccino,35.76,card,card,ANON-0000-0000-1158
index_1,2025-02-13,2025-02-13 07:38:47.907,2025,2,February,3,Thursday,7,Americano with Milk,30.86,card,card,ANON-0000-0000-1153
index_1,2025-02-13,2025-02-13 08:45:57.062,2025,2,February,3,Thursday,8,Americano,25.96,card,card,ANON-0000-0000-1152
index_1,2025-02-13,2025-02-13 09:17:21.021,2025,2,February,3,Thursday,9,Espresso,21.06,card,card,ANON-0000-0000-1207
index_1,2025-02-13,2025-02-13 09:36:05.130,2025,2,February,3,Thursday,9,Cocoa,35.76,card,card,ANON-0000-0000-1168
index_1,2025-02-13,2025-02-13 10:29:32.655,2025,2,February,3,Thursday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1156
index_1,2025-02-13,2025-02-13 10:59:27.048,2025,2,February,3,Thursday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1157
index_1,2025-02-13,2025-02-13 16:30:39.247,2025,2,February,3,Thursday,16,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-13,2025-02-13 16:31:33.722,2025,2,February,3,Thursday,16,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-13,2025-02-13 17:16:11.630,2025,2,February,3,Thursday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1178
index_1,2025-02-13,2025-02-13 17:17:20.197,2025,2,February,3,Thursday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1179
index_1,2025-02-13,2025-02-13 18:01:35.454,2025,2,February,3,Thursday,18,Latte,35.76,card,card,ANON-0000-0000-1208
index_1,2025-02-13,2025-02-13 18:15:08.550,2025,2,February,3,Thursday,18,Cappuccino,35.76,card,card,ANON-0000-0000-0046
index_1,2025-02-13,2025-02-13 19:06:30.373,2025,2,February,3,Thursday,19,Latte,35.76,card,card,ANON-0000-0000-1209
index_1,2025-02-14,2025-02-14 11:38:55.705,2025,2,February,4,Friday,11,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-14,2025-02-14 14:07:09.333,2025,2,February,4,Friday,14,Hot Chocolate,35.76,card,card,ANON-0000-0000-1210
index_1,2025-02-14,2025-02-14 14:45:59.806,2025,2,February,4,Friday,14,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-14,2025-02-14 14:46:45.108,2025,2,February,4,Friday,14,Espresso,21.06,card,card,ANON-0000-0000-1198
index_1,2025-02-14,2025-02-14 14:58:12.247,2025,2,February,4,Friday,14,Americano with Milk,30.86,card,card,ANON-0000-0000-1211
index_1,2025-02-14,2025-02-14 15:00:16.743,2025,2,February,4,Friday,15,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-14,2025-02-14 15:36:40.857,2025,2,February,4,Friday,15,Cappuccino,35.76,card,card,ANON-0000-0000-0507
index_1,2025-02-14,2025-02-14 15:38:47.478,2025,2,February,4,Friday,15,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2025-02-14,2025-02-14 15:53:56.467,2025,2,February,4,Friday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1212
index_1,2025-02-14,2025-02-14 15:54:57.220,2025,2,February,4,Friday,15,Cappuccino,35.76,card,card,ANON-0000-0000-1212
index_1,2025-02-14,2025-02-14 17:03:16.068,2025,2,February,4,Friday,17,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-14,2025-02-14 17:04:29.509,2025,2,February,4,Friday,17,Cocoa,35.76,card,card,ANON-0000-0000-1160
index_1,2025-02-14,2025-02-14 17:09:07.646,2025,2,February,4,Friday,17,Espresso,21.06,card,card,ANON-0000-0000-1202
index_1,2025-02-14,2025-02-14 17:25:24.871,2025,2,February,4,Friday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1213
index_1,2025-02-14,2025-02-14 21:18:29.956,2025,2,February,4,Friday,21,Americano,25.96,card,card,ANON-0000-0000-1214
index_1,2025-02-15,2025-02-15 09:22:51.930,2025,2,February,5,Saturday,9,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-15,2025-02-15 12:41:53.830,2025,2,February,5,Saturday,12,Cappuccino,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-15,2025-02-15 12:44:26.571,2025,2,February,5,Saturday,12,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-15,2025-02-15 13:02:19.867,2025,2,February,5,Saturday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-0878
index_1,2025-02-15,2025-02-15 13:32:05.734,2025,2,February,5,Saturday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-1200
index_1,2025-02-15,2025-02-15 14:01:51.228,2025,2,February,5,Saturday,14,Cappuccino,35.76,card,card,ANON-0000-0000-1184
index_1,2025-02-15,2025-02-15 14:11:53.922,2025,2,February,5,Saturday,14,Americano,25.96,card,card,ANON-0000-0000-1215
index_1,2025-02-15,2025-02-15 15:40:07.667,2025,2,February,5,Saturday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1201
index_1,2025-02-15,2025-02-15 15:40:59.443,2025,2,February,5,Saturday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-1179
index_1,2025-02-16,2025-02-16 10:46:43.223,2025,2,February,6,Sunday,10,Americano,25.96,card,card,ANON-0000-0000-1216
index_1,2025-02-16,2025-02-16 10:50:00.616,2025,2,February,6,Sunday,10,Americano,25.96,card,card,ANON-0000-0000-1169
index_1,2025-02-16,2025-02-16 10:51:03.967,2025,2,February,6,Sunday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1169
index_1,2025-02-16,2025-02-16 11:04:47.894,2025,2,February,6,Sunday,11,Hot Chocolate,35.76,card,card,ANON-0000-0000-1156
index_1,2025-02-16,2025-02-16 11:32:29.055,2025,2,February,6,Sunday,11,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-16,2025-02-16 14:15:37.049,2025,2,February,6,Sunday,14,Hot Chocolate,35.76,card,card,ANON-0000-0000-1196
index_1,2025-02-16,2025-02-16 14:16:41.124,2025,2,February,6,Sunday,14,Latte,35.76,card,card,ANON-0000-0000-1196
index_1,2025-02-16,2025-02-16 17:12:27.402,2025,2,February,6,Sunday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-16,2025-02-16 17:13:32.973,2025,2,February,6,Sunday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1163
index_1,2025-02-16,2025-02-16 17:44:32.781,2025,2,February,6,Sunday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1217
index_1,2025-02-17,2025-02-17 06:50:04.455,2025,2,February,0,Monday,6,Cappuccino,35.76,card,card,ANON-0000-0000-1200
index_1,2025-02-17,2025-02-17 08:53:13.808,2025,2,February,0,Monday,8,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-17,2025-02-17 09:00:55.147,2025,2,February,0,Monday,9,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-17,2025-02-17 09:28:06.582,2025,2,February,0,Monday,9,Americano with Milk,30.86,card,card,ANON-0000-0000-1218
index_1,2025-02-17,2025-02-17 09:56:59.212,2025,2,February,0,Monday,9,Hot Chocolate,35.76,card,card,ANON-0000-0000-1210
index_1,2025-02-17,2025-02-17 10:20:12.065,2025,2,February,0,Monday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1219
index_1,2025-02-17,2025-02-17 10:44:48.005,2025,2,February,0,Monday,10,Americano,25.96,card,card,ANON-0000-0000-1160
index_1,2025-02-17,2025-02-17 11:53:58.611,2025,2,February,0,Monday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-1203
index_1,2025-02-17,2025-02-17 11:55:02.203,2025,2,February,0,Monday,11,Espresso,21.06,card,card,ANON-0000-0000-1202
index_1,2025-02-17,2025-02-17 12:48:58.321,2025,2,February,0,Monday,12,Cappuccino,35.76,card,card,ANON-0000-0000-1220
index_1,2025-02-17,2025-02-17 14:23:01.905,2025,2,February,0,Monday,14,Latte,35.76,card,card,ANON-0000-0000-1221
index_1,2025-02-17,2025-02-17 15:05:41.697,2025,2,February,0,Monday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-1194
index_1,2025-02-17,2025-02-17 15:33:19.567,2025,2,February,0,Monday,15,Latte,35.76,card,card,ANON-0000-0000-1191
index_1,2025-02-17,2025-02-17 16:19:06.398,2025,2,February,0,Monday,16,Espresso,21.06,card,card,ANON-0000-0000-1218
index_1,2025-02-17,2025-02-17 16:22:42.001,2025,2,February,0,Monday,16,Americano,25.96,card,card,ANON-0000-0000-1170
index_1,2025-02-17,2025-02-17 17:31:14.111,2025,2,February,0,Monday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1222
index_1,2025-02-17,2025-02-17 18:23:52.638,2025,2,February,0,Monday,18,Americano,25.96,card,card,ANON-0000-0000-1206
index_1,2025-02-17,2025-02-17 19:13:51.838,2025,2,February,0,Monday,19,Americano,25.96,card,card,ANON-0000-0000-1223
index_1,2025-02-17,2025-02-17 19:15:00.877,2025,2,February,0,Monday,19,Americano,25.96,card,card,ANON-0000-0000-1223
index_1,2025-02-17,2025-02-17 20:18:17.498,2025,2,February,0,Monday,20,Latte,35.76,card,card,ANON-0000-0000-1192
index_1,2025-02-18,2025-02-18 08:53:08.743,2025,2,February,1,Tuesday,8,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-18,2025-02-18 08:54:14.493,2025,2,February,1,Tuesday,8,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-18,2025-02-18 11:07:35.321,2025,2,February,1,Tuesday,11,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-18,2025-02-18 11:30:06.156,2025,2,February,1,Tuesday,11,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-18,2025-02-18 11:38:23.547,2025,2,February,1,Tuesday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-1203
index_1,2025-02-18,2025-02-18 12:15:26.575,2025,2,February,1,Tuesday,12,Americano with Milk,30.86,card,card,ANON-0000-0000-1218
index_1,2025-02-18,2025-02-18 13:04:27.249,2025,2,February,1,Tuesday,13,Cocoa,35.76,card,card,ANON-0000-0000-1224
index_1,2025-02-18,2025-02-18 13:25:45.108,2025,2,February,1,Tuesday,13,Americano,25.96,card,card,ANON-0000-0000-1215
index_1,2025-02-18,2025-02-18 13:27:05.310,2025,2,February,1,Tuesday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-1222
index_1,2025-02-18,2025-02-18 17:05:28.048,2025,2,February,1,Tuesday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-1210
index_1,2025-02-18,2025-02-18 17:08:19.308,2025,2,February,1,Tuesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1225
index_1,2025-02-18,2025-02-18 17:09:17.261,2025,2,February,1,Tuesday,17,Espresso,21.06,card,card,ANON-0000-0000-1225
index_1,2025-02-18,2025-02-18 17:10:22.869,2025,2,February,1,Tuesday,17,Cocoa,35.76,card,card,ANON-0000-0000-1225
index_1,2025-02-18,2025-02-18 17:11:35.709,2025,2,February,1,Tuesday,17,Cocoa,35.76,card,card,ANON-0000-0000-1225
index_1,2025-02-18,2025-02-18 19:36:27.317,2025,2,February,1,Tuesday,19,Cocoa,35.76,card,card,ANON-0000-0000-1226
index_1,2025-02-18,2025-02-18 20:06:56.196,2025,2,February,1,Tuesday,20,Cocoa,35.76,card,card,ANON-0000-0000-1185
index_1,2025-02-18,2025-02-18 20:58:12.599,2025,2,February,1,Tuesday,20,Hot Chocolate,35.76,card,card,ANON-0000-0000-1212
index_1,2025-02-18,2025-02-18 21:01:59.629,2025,2,February,1,Tuesday,21,Americano with Milk,30.86,card,card,ANON-0000-0000-1222
index_1,2025-02-19,2025-02-19 08:08:52.951,2025,2,February,2,Wednesday,8,Cappuccino,35.76,card,card,ANON-0000-0000-1161
index_1,2025-02-19,2025-02-19 08:09:54.081,2025,2,February,2,Wednesday,8,Americano,25.96,card,card,ANON-0000-0000-1152
index_1,2025-02-19,2025-02-19 08:47:32.785,2025,2,February,2,Wednesday,8,Americano,25.96,card,card,ANON-0000-0000-1170
index_1,2025-02-19,2025-02-19 09:24:31.977,2025,2,February,2,Wednesday,9,Cappuccino,35.76,card,card,ANON-0000-0000-1220
index_1,2025-02-19,2025-02-19 10:09:51.001,2025,2,February,2,Wednesday,10,Americano,25.96,card,card,ANON-0000-0000-1167
index_1,2025-02-19,2025-02-19 10:19:01.276,2025,2,February,2,Wednesday,10,Hot Chocolate,35.76,card,card,ANON-0000-0000-1227
index_1,2025-02-19,2025-02-19 10:40:51.590,2025,2,February,2,Wednesday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-1207
index_1,2025-02-19,2025-02-19 12:45:06.072,2025,2,February,2,Wednesday,12,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-19,2025-02-19 12:46:03.964,2025,2,February,2,Wednesday,12,Cocoa,35.76,card,card,ANON-0000-0000-1168
index_1,2025-02-19,2025-02-19 13:06:54.382,2025,2,February,2,Wednesday,13,Americano,25.96,card,card,ANON-0000-0000-1171
index_1,2025-02-19,2025-02-19 15:50:42.815,2025,2,February,2,Wednesday,15,Cappuccino,35.76,card,card,ANON-0000-0000-1158
index_1,2025-02-19,2025-02-19 17:04:00.258,2025,2,February,2,Wednesday,17,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-19,2025-02-19 17:34:49.096,2025,2,February,2,Wednesday,17,Cappuccino,35.76,card,card,ANON-0000-0000-1158
index_1,2025-02-19,2025-02-19 17:57:52.035,2025,2,February,2,Wednesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-1217
index_1,2025-02-19,2025-02-19 18:35:38.827,2025,2,February,2,Wednesday,18,Cappuccino,35.76,card,card,ANON-0000-0000-1228
index_1,2025-02-19,2025-02-19 19:01:33.088,2025,2,February,2,Wednesday,19,Latte,35.76,card,card,ANON-0000-0000-1229
index_1,2025-02-19,2025-02-19 19:11:49.990,2025,2,February,2,Wednesday,19,Cocoa,35.76,card,card,ANON-0000-0000-1179
index_1,2025-02-19,2025-02-19 19:12:42.778,2025,2,February,2,Wednesday,19,Hot Chocolate,35.76,card,card,ANON-0000-0000-1179
index_1,2025-02-19,2025-02-19 19:26:22.966,2025,2,February,2,Wednesday,19,Latte,35.76,card,card,ANON-0000-0000-1191
index_1,2025-02-19,2025-02-19 20:05:28.372,2025,2,February,2,Wednesday,20,Cocoa,35.76,card,card,ANON-0000-0000-1182
index_1,2025-02-20,2025-02-20 07:56:24.575,2025,2,February,3,Thursday,7,Cappuccino,35.76,card,card,ANON-0000-0000-1161
index_1,2025-02-20,2025-02-20 09:17:53.311,2025,2,February,3,Thursday,9,Americano,25.96,card,card,ANON-0000-0000-1167
index_1,2025-02-20,2025-02-20 10:16:40.424,2025,2,February,3,Thursday,10,Cappuccino,35.76,card,card,ANON-0000-0000-1163
index_1,2025-02-20,2025-02-20 10:17:38.671,2025,2,February,3,Thursday,10,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-20,2025-02-20 10:20:24.946,2025,2,February,3,Thursday,10,Americano,25.96,card,card,ANON-0000-0000-1167
index_1,2025-02-20,2025-02-20 10:24:23.547,2025,2,February,3,Thursday,10,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-20,2025-02-20 13:02:19.848,2025,2,February,3,Thursday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-1203
index_1,2025-02-20,2025-02-20 14:20:33.099,2025,2,February,3,Thursday,14,Latte,35.76,card,card,ANON-0000-0000-1196
index_1,2025-02-20,2025-02-20 14:37:59.781,2025,2,February,3,Thursday,14,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-20,2025-02-20 14:38:49.319,2025,2,February,3,Thursday,14,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-20,2025-02-20 15:19:45.555,2025,2,February,3,Thursday,15,Espresso,21.06,card,card,ANON-0000-0000-1230
index_1,2025-02-20,2025-02-20 16:05:49.514,2025,2,February,3,Thursday,16,Cappuccino,35.76,card,card,ANON-0000-0000-1156
index_1,2025-02-20,2025-02-20 16:59:06.628,2025,2,February,3,Thursday,16,Cappuccino,35.76,card,card,ANON-0000-0000-1231
index_1,2025-02-20,2025-02-20 17:00:36.942,2025,2,February,3,Thursday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-1231
index_1,2025-02-20,2025-02-20 17:07:27.986,2025,2,February,3,Thursday,17,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-20,2025-02-20 18:57:34.629,2025,2,February,3,Thursday,18,Americano,25.96,card,card,ANON-0000-0000-1232
index_1,2025-02-20,2025-02-20 19:01:51.276,2025,2,February,3,Thursday,19,Hot Chocolate,35.76,card,card,ANON-0000-0000-1233
index_1,2025-02-20,2025-02-20 19:07:25.568,2025,2,February,3,Thursday,19,Cocoa,35.76,card,card,ANON-0000-0000-1234
index_1,2025-02-20,2025-02-20 20:07:03.598,2025,2,February,3,Thursday,20,Latte,35.76,card,card,ANON-0000-0000-1169
index_1,2025-02-21,2025-02-21 06:59:08.408,2025,2,February,4,Friday,6,Americano,25.96,card,card,ANON-0000-0000-1163
index_1,2025-02-21,2025-02-21 09:41:29.609,2025,2,February,4,Friday,9,Latte,35.76,card,card,ANON-0000-0000-1235
index_1,2025-02-21,2025-02-21 09:49:20.918,2025,2,February,4,Friday,9,Cappuccino,35.76,card,card,ANON-0000-0000-1236
index_1,2025-02-21,2025-02-21 09:51:12.605,2025,2,February,4,Friday,9,Espresso,21.06,card,card,ANON-0000-0000-1237
index_1,2025-02-21,2025-02-21 10:18:10.978,2025,2,February,4,Friday,10,Americano,25.96,card,card,ANON-0000-0000-1232
index_1,2025-02-21,2025-02-21 11:10:07.529,2025,2,February,4,Friday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-1163
index_1,2025-02-21,2025-02-21 12:04:49.232,2025,2,February,4,Friday,12,Americano,25.96,card,card,ANON-0000-0000-1110
index_1,2025-02-21,2025-02-21 12:07:42.766,2025,2,February,4,Friday,12,Americano,25.96,card,card,ANON-0000-0000-1238
index_1,2025-02-21,2025-02-21 12:56:17.998,2025,2,February,4,Friday,12,Americano,25.96,card,card,ANON-0000-0000-1198
index_1,2025-02-21,2025-02-21 12:57:02.860,2025,2,February,4,Friday,12,Americano,25.96,card,card,ANON-0000-0000-1167
