source,date,datetime,year,month,month_name,day_of_week,day_name,hour,coffee_name,money,payment_method,cash_type,card
index_1,2024-03-01,2024-03-01 10:15:50.520,2024,3,March,4,Friday,10,Latte,38.7,card,card,ANON-0000-0000-0001
index_1,2024-03-01,2024-03-01 12:19:22.539,2024,3,March,4,Friday,12,Hot Chocolate,38.7,card,card,ANON-0000-0000-0002
index_1,2024-03-01,2024-03-01 12:20:18.089,2024,3,March,4,Friday,12,Hot Chocolate,38.7,card,card,ANON-0000-0000-0002
index_1,2024-03-01,2024-03-01 13:46:33.006,2024,3,March,4,Friday,13,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-01,2024-03-01 13:48:14.626,2024,3,March,4,Friday,13,Latte,38.7,card,card,ANON-0000-0000-0004
index_1,2024-03-01,2024-03-01 15:39:47.726,2024,3,March,4,Friday,15,Americano with Milk,33.8,card,card,ANON-0000-0000-0005
index_1,2024-03-01,2024-03-01 16:19:02.756,2024,3,March,4,Friday,16,Hot Chocolate,38.7,card,card,ANON-0000-0000-0006
index_1,2024-03-01,2024-03-01 18:39:03.580,2024,3,March,4,Friday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0007
index_1,2024-03-01,2024-03-01 19:22:01.762,2024,3,March,4,Friday,19,Cocoa,38.7,card,card,ANON-0000-0000-0008
index_1,2024-03-01,2024-03-01 19:23:15.887,2024,3,March,4,Friday,19,Americano with Milk,33.8,card,card,ANON-0000-0000-0008
index_1,2024-03-01,2024-03-01 19:29:17.391,2024,3,March,4,Friday,19,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-03-02,2024-03-02 10:22:06.957,2024,3,March,5,Saturday,10,Americano,28.9,card,card,ANON-0000-0000-0010
index_1,2024-03-02,2024-03-02 10:30:35.668,2024,3,March,5,Saturday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-02,2024-03-02 10:41:41.249,2024,3,March,5,Saturday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0011
index_1,2024-03-02,2024-03-02 11:59:45.484,2024,3,March,5,Saturday,11,Americano with Milk,33.8,card,card,ANON-0000-0000-0012
index_1,2024-03-02,2024-03-02 14:38:35.535,2024,3,March,5,Saturday,14,Americano,28.9,card,card,ANON-0000-0000-0013
index_1,2024-03-02,2024-03-02 16:37:24.475,2024,3,March,5,Saturday,16,Americano with Milk,33.8,card,card,ANON-0000-0000-0014
index_1,2024-03-02,2024-03-02 17:34:54.969,2024,3,March,5,Saturday,17,Americano,28.9,card,card,ANON-0000-0000-0004
index_1,2024-03-03,2024-03-03 10:10:43.981,2024,3,March,6,Sunday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-03,2024-03-03 10:27:18.561,2024,3,March,6,Sunday,10,Latte,38.7,card,card,ANON-0000-0000-0015
index_1,2024-03-03,2024-03-03 11:33:56.118,2024,3,March,6,Sunday,11,Cortado,28.9,card,card,ANON-0000-0000-0016
index_1,2024-03-03,2024-03-03 12:26:56.098,2024,3,March,6,Sunday,12,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-03,2024-03-03 13:09:36.321,2024,3,March,6,Sunday,13,Hot Chocolate,38.7,card,card,ANON-0000-0000-0017
index_1,2024-03-03,2024-03-03 17:06:40.271,2024,3,March,6,Sunday,17,Cocoa,38.7,card,card,ANON-0000-0000-0018
index_1,2024-03-03,2024-03-03 17:08:45.895,2024,3,March,6,Sunday,17,Cortado,28.9,card,card,ANON-0000-0000-0019
index_1,2024-03-03,2024-03-03 18:03:23.369,2024,3,March,6,Sunday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0020
index_1,2024-03-03,2024-03-03 18:04:27.946,2024,3,March,6,Sunday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0020
index_1,2024-03-03,2024-03-03 18:08:04.959,2024,3,March,6,Sunday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0020
index_1,2024-03-04,2024-03-04 10:03:51.994,2024,3,March,0,Monday,10,Latte,38.7,card,card,ANON-0000-0000-0001
index_1,2024-03-04,2024-03-04 10:54:50.958,2024,3,March,0,Monday,10,Latte,38.7,card,card,ANON-0000-0000-0021
index_1,2024-03-04,2024-03-04 11:05:16.184,2024,3,March,0,Monday,11,Americano with Milk,33.8,card,card,ANON-0000-0000-0012
index_1,2024-03-04,2024-03-04 14:04:37.734,2024,3,March,0,Monday,14,Espresso,24.0,card,card,ANON-0000-0000-0022
index_1,2024-03-05,2024-03-05 09:59:52.651,2024,3,March,1,Tuesday,9,Latte,38.7,card,card,ANON-0000-0000-0001
index_1,2024-03-05,2024-03-05 14:34:55.963,2024,3,March,1,Tuesday,14,Latte,38.7,card,card,ANON-0000-0000-0023
index_1,2024-03-05,2024-03-05 17:34:06.043,2024,3,March,1,Tuesday,17,Latte,38.7,card,card,ANON-0000-0000-0024
index_1,2024-03-05,2024-03-05 17:35:25.021,2024,3,March,1,Tuesday,17,Hot Chocolate,38.7,card,card,ANON-0000-0000-0025
index_1,2024-03-05,2024-03-05 17:36:28.571,2024,3,March,1,Tuesday,17,Cocoa,38.7,card,card,ANON-0000-0000-0026
index_1,2024-03-05,2024-03-05 17:37:13.659,2024,3,March,1,Tuesday,17,Hot Chocolate,38.7,card,card,ANON-0000-0000-0027
index_1,2024-03-05,2024-03-05 17:38:09.354,2024,3,March,1,Tuesday,17,Hot Chocolate,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-05,2024-03-05 17:56:15.776,2024,3,March,1,Tuesday,17,Cortado,28.9,card,card,ANON-0000-0000-0028
index_1,2024-03-05,2024-03-05 18:01:31.242,2024,3,March,1,Tuesday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0028
index_1,2024-03-06,2024-03-06 12:30:27.089,2024,3,March,2,Wednesday,12,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-03-06,2024-03-06 13:24:07.667,2024,3,March,2,Wednesday,13,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-06,2024-03-06 13:25:14.351,2024,3,March,2,Wednesday,13,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-06,2024-03-06 14:52:01.761,2024,3,March,2,Wednesday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0029
index_1,2024-03-06,2024-03-06 14:53:18.344,2024,3,March,2,Wednesday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0029
index_1,2024-03-07,2024-03-07 10:08:58.945,2024,3,March,3,Thursday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-07,2024-03-07 10:18:40.543,2024,3,March,3,Thursday,10,Hot Chocolate,38.7,card,card,ANON-0000-0000-0030
index_1,2024-03-07,2024-03-07 11:03:58.976,2024,3,March,3,Thursday,11,Latte,38.7,card,card,ANON-0000-0000-0031
index_1,2024-03-07,2024-03-07 11:25:43.977,2024,3,March,3,Thursday,11,Latte,40.0,cash,cash,CASH
index_1,2024-03-07,2024-03-07 15:40:22.606,2024,3,March,3,Thursday,15,Americano,28.9,card,card,ANON-0000-0000-0032
index_1,2024-03-07,2024-03-07 15:41:28.784,2024,3,March,3,Thursday,15,Americano with Milk,33.8,card,card,ANON-0000-0000-0033
index_1,2024-03-08,2024-03-08 10:34:41.283,2024,3,March,4,Friday,10,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-08,2024-03-08 12:22:28.653,2024,3,March,4,Friday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0034
index_1,2024-03-08,2024-03-08 13:53:02.042,2024,3,March,4,Friday,13,Americano,28.9,card,card,ANON-0000-0000-0035
index_1,2024-03-08,2024-03-08 14:44:12.686,2024,3,March,4,Friday,14,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-08,2024-03-08 14:45:11.048,2024,3,March,4,Friday,14,Americano,28.9,card,card,ANON-0000-0000-0033
index_1,2024-03-08,2024-03-08 14:46:11.155,2024,3,March,4,Friday,14,Americano with Milk,33.8,card,card,ANON-0000-0000-0012
index_1,2024-03-08,2024-03-08 18:57:51.451,2024,3,March,4,Friday,18,Latte,38.7,card,card,ANON-0000-0000-0036
index_1,2024-03-08,2024-03-08 18:59:24.941,2024,3,March,4,Friday,18,Latte,38.7,card,card,ANON-0000-0000-0037
index_1,2024-03-09,2024-03-09 11:49:37.292,2024,3,March,5,Saturday,11,Hot Chocolate,40.0,cash,cash,CASH
index_1,2024-03-09,2024-03-09 12:05:15.559,2024,3,March,5,Saturday,12,Espresso,24.0,card,card,ANON-0000-0000-0038
index_1,2024-03-09,2024-03-09 12:07:38.275,2024,3,March,5,Saturday,12,Americano,28.9,card,card,ANON-0000-0000-0039
index_1,2024-03-09,2024-03-09 12:09:47.714,2024,3,March,5,Saturday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0012
index_1,2024-03-09,2024-03-09 12:13:03.521,2024,3,March,5,Saturday,12,Americano,28.9,card,card,ANON-0000-0000-0040
index_1,2024-03-09,2024-03-09 12:14:26.458,2024,3,March,5,Saturday,12,Americano,28.9,card,card,ANON-0000-0000-0040
index_1,2024-03-09,2024-03-09 13:09:22.229,2024,3,March,5,Saturday,13,Latte,38.7,card,card,ANON-0000-0000-0041
index_1,2024-03-09,2024-03-09 13:41:06.167,2024,3,March,5,Saturday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0042
index_1,2024-03-09,2024-03-09 13:53:10.408,2024,3,March,5,Saturday,13,Cortado,28.9,card,card,ANON-0000-0000-0043
index_1,2024-03-09,2024-03-09 13:54:36.828,2024,3,March,5,Saturday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0043
index_1,2024-03-09,2024-03-09 14:08:01.829,2024,3,March,5,Saturday,14,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-03-09,2024-03-09 14:26:52.873,2024,3,March,5,Saturday,14,Hot Chocolate,38.7,card,card,ANON-0000-0000-0044
index_1,2024-03-09,2024-03-09 19:17:57.572,2024,3,March,5,Saturday,19,Cappuccino,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-09,2024-03-09 19:19:10.084,2024,3,March,5,Saturday,19,Hot Chocolate,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-10,2024-03-10 07:44:18.538,2024,3,March,6,Sunday,7,Americano,30.0,cash,cash,CASH
index_1,2024-03-10,2024-03-10 07:45:29.441,2024,3,March,6,Sunday,7,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-03-10,2024-03-10 10:06:02.960,2024,3,March,6,Sunday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-10,2024-03-10 11:19:20.764,2024,3,March,6,Sunday,11,Espresso,24.0,card,card,ANON-0000-0000-0045
index_1,2024-03-10,2024-03-10 17:51:03.048,2024,3,March,6,Sunday,17,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-03-10,2024-03-10 19:34:00.478,2024,3,March,6,Sunday,19,Latte,38.7,card,card,ANON-0000-0000-0046
index_1,2024-03-10,2024-03-10 19:35:54.712,2024,3,March,6,Sunday,19,Cortado,28.9,card,card,ANON-0000-0000-0046
index_1,2024-03-11,2024-03-11 10:18:46.724,2024,3,March,0,Monday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-11,2024-03-11 11:24:15.022,2024,3,March,0,Monday,11,Cappuccino,40.0,cash,cash,CASH
index_1,2024-03-11,2024-03-11 11:24:51.565,2024,3,March,0,Monday,11,Cortado,30.0,cash,cash,CASH
index_1,2024-03-11,2024-03-11 11:26:44.221,2024,3,March,0,Monday,11,Americano,30.0,cash,cash,CASH
index_1,2024-03-11,2024-03-11 11:32:58.781,2024,3,March,0,Monday,11,Cappuccino,38.7,card,card,ANON-0000-0000-0035
index_1,2024-03-11,2024-03-11 16:24:26.401,2024,3,March,0,Monday,16,Americano,28.9,card,card,ANON-0000-0000-0047
index_1,2024-03-11,2024-03-11 16:25:45.664,2024,3,March,0,Monday,16,Latte,38.7,card,card,ANON-0000-0000-0047
index_1,2024-03-11,2024-03-11 16:50:49.608,2024,3,March,0,Monday,16,Cortado,28.9,card,card,ANON-0000-0000-0048
index_1,2024-03-12,2024-03-12 10:15:00.297,2024,3,March,1,Tuesday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-12,2024-03-12 10:15:34.543,2024,3,March,1,Tuesday,10,Americano,28.9,card,card,ANON-0000-0000-0033
index_1,2024-03-12,2024-03-12 10:16:24.886,2024,3,March,1,Tuesday,10,Cortado,28.9,card,card,ANON-0000-0000-0033
index_1,2024-03-12,2024-03-12 11:20:45.632,2024,3,March,1,Tuesday,11,Hot Chocolate,38.7,card,card,ANON-0000-0000-0049
index_1,2024-03-12,2024-03-12 12:46:23.275,2024,3,March,1,Tuesday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0004
index_1,2024-03-12,2024-03-12 12:47:26.027,2024,3,March,1,Tuesday,12,Americano,28.9,card,card,ANON-0000-0000-0004
index_1,2024-03-12,2024-03-12 16:15:43.325,2024,3,March,1,Tuesday,16,Americano,28.9,card,card,ANON-0000-0000-0050
index_1,2024-03-13,2024-03-13 11:06:43.038,2024,3,March,2,Wednesday,11,Hot Chocolate,38.7,card,card,ANON-0000-0000-0048
index_1,2024-03-13,2024-03-13 11:48:16.753,2024,3,March,2,Wednesday,11,Americano,28.9,card,card,ANON-0000-0000-0004
index_1,2024-03-13,2024-03-13 12:18:06.336,2024,3,March,2,Wednesday,12,Americano,28.9,card,card,ANON-0000-0000-0051
index_1,2024-03-13,2024-03-13 12:19:05.128,2024,3,March,2,Wednesday,12,Americano,28.9,card,card,ANON-0000-0000-0051
index_1,2024-03-13,2024-03-13 12:34:30.315,2024,3,March,2,Wednesday,12,Espresso,25.0,cash,cash,CASH
index_1,2024-03-13,2024-03-13 14:26:40.875,2024,3,March,2,Wednesday,14,Americano with Milk,33.8,card,card,ANON-0000-0000-0052
index_1,2024-03-13,2024-03-13 15:40:22.261,2024,3,March,2,Wednesday,15,Espresso,24.0,card,card,ANON-0000-0000-0053
index_1,2024-03-13,2024-03-13 15:41:20.424,2024,3,March,2,Wednesday,15,Espresso,24.0,card,card,ANON-0000-0000-0053
index_1,2024-03-13,2024-03-13 16:47:09.373,2024,3,March,2,Wednesday,16,Espresso,24.0,card,card,ANON-0000-0000-0054
index_1,2024-03-14,2024-03-14 10:02:12.241,2024,3,March,3,Thursday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-14,2024-03-14 10:28:33.017,2024,3,March,3,Thursday,10,Latte,38.7,card,card,ANON-0000-0000-0055
index_1,2024-03-14,2024-03-14 10:29:34.283,2024,3,March,3,Thursday,10,Hot Chocolate,38.7,card,card,ANON-0000-0000-0055
index_1,2024-03-14,2024-03-14 13:27:29.536,2024,3,March,3,Thursday,13,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-14,2024-03-14 13:28:24.527,2024,3,March,3,Thursday,13,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-14,2024-03-14 13:51:59.905,2024,3,March,3,Thursday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0056
index_1,2024-03-14,2024-03-14 13:52:56.248,2024,3,March,3,Thursday,13,Espresso,24.0,card,card,ANON-0000-0000-0057
index_1,2024-03-14,2024-03-14 15:20:38.367,2024,3,March,3,Thursday,15,Latte,38.7,card,card,ANON-0000-0000-0058
index_1,2024-03-14,2024-03-14 16:04:09.506,2024,3,March,3,Thursday,16,Americano with Milk,33.8,card,card,ANON-0000-0000-0059
index_1,2024-03-14,2024-03-14 16:54:38.202,2024,3,March,3,Thursday,16,Espresso,24.0,card,card,ANON-0000-0000-0050
index_1,2024-03-14,2024-03-14 18:58:55.854,2024,3,March,3,Thursday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0019
index_1,2024-03-14,2024-03-14 19:00:08.663,2024,3,March,3,Thursday,19,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-15,2024-03-15 10:02:16.533,2024,3,March,4,Friday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-15,2024-03-15 10:53:02.180,2024,3,March,4,Friday,10,Hot Chocolate,38.7,card,card,ANON-0000-0000-0060
index_1,2024-03-15,2024-03-15 18:19:27.922,2024,3,March,4,Friday,18,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-16,2024-03-16 12:06:55.209,2024,3,March,5,Saturday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0061
index_1,2024-03-16,2024-03-16 12:07:53.915,2024,3,March,5,Saturday,12,Americano,28.9,card,card,ANON-0000-0000-0061
index_1,2024-03-16,2024-03-16 15:58:18.458,2024,3,March,5,Saturday,15,Cortado,28.9,card,card,ANON-0000-0000-0009
index_1,2024-03-16,2024-03-16 16:03:21.738,2024,3,March,5,Saturday,16,Cortado,28.9,card,card,ANON-0000-0000-0009
index_1,2024-03-16,2024-03-16 16:04:11.444,2024,3,March,5,Saturday,16,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-16,2024-03-16 17:58:07.241,2024,3,March,5,Saturday,17,Americano with Milk,33.8,card,card,ANON-0000-0000-0062
index_1,2024-03-17,2024-03-17 10:10:21.399,2024,3,March,6,Sunday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-17,2024-03-17 12:55:26.065,2024,3,March,6,Sunday,12,Cortado,28.9,card,card,ANON-0000-0000-0063
index_1,2024-03-18,2024-03-18 11:17:59.671,2024,3,March,0,Monday,11,Cortado,28.9,card,card,ANON-0000-0000-0064
index_1,2024-03-18,2024-03-18 15:31:39.725,2024,3,March,0,Monday,15,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-18,2024-03-18 15:32:38.239,2024,3,March,0,Monday,15,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-18,2024-03-18 15:33:36.708,2024,3,March,0,Monday,15,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-19,2024-03-19 10:20:25.996,2024,3,March,1,Tuesday,10,Cortado,30.0,cash,cash,CASH
index_1,2024-03-19,2024-03-19 14:02:21.536,2024,3,March,1,Tuesday,14,Latte,38.7,card,card,ANON-0000-0000-0065
index_1,2024-03-19,2024-03-19 14:03:19.765,2024,3,March,1,Tuesday,14,Latte,38.7,card,card,ANON-0000-0000-0065
index_1,2024-03-19,2024-03-19 15:04:36.309,2024,3,March,1,Tuesday,15,Hot Chocolate,38.7,card,card,ANON-0000-0000-0049
index_1,2024-03-19,2024-03-19 16:53:48.706,2024,3,March,1,Tuesday,16,Americano with Milk,33.8,card,card,ANON-0000-0000-0066
index_1,2024-03-19,2024-03-19 19:26:32.677,2024,3,March,1,Tuesday,19,Hot Chocolate,40.0,cash,cash,CASH
index_1,2024-03-20,2024-03-20 11:41:16.403,2024,3,March,2,Wednesday,11,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-20,2024-03-20 12:21:07.728,2024,3,March,2,Wednesday,12,Latte,40.0,cash,cash,CASH
index_1,2024-03-20,2024-03-20 12:30:48.968,2024,3,March,2,Wednesday,12,Cortado,28.9,card,card,ANON-0000-0000-0049
index_1,2024-03-20,2024-03-20 13:16:47.394,2024,3,March,2,Wednesday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0067
index_1,2024-03-20,2024-03-20 16:42:38.117,2024,3,March,2,Wednesday,16,Cocoa,38.7,card,card,ANON-0000-0000-0050
index_1,2024-03-20,2024-03-20 17:50:28.781,2024,3,March,2,Wednesday,17,Latte,38.7,card,card,ANON-0000-0000-0068
index_1,2024-03-21,2024-03-21 10:18:56.977,2024,3,March,3,Thursday,10,Cappuccino,40.0,cash,cash,CASH
index_1,2024-03-21,2024-03-21 12:25:09.194,2024,3,March,3,Thursday,12,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-21,2024-03-21 12:26:17.428,2024,3,March,3,Thursday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0012
index_1,2024-03-21,2024-03-21 17:21:01.453,2024,3,March,3,Thursday,17,Americano,30.0,cash,cash,CASH
index_1,2024-03-21,2024-03-21 17:22:01.353,2024,3,March,3,Thursday,17,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-21,2024-03-21 19:20:36.508,2024,3,March,3,Thursday,19,Latte,38.7,card,card,ANON-0000-0000-0069
index_1,2024-03-22,2024-03-22 10:35:53.619,2024,3,March,4,Friday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0070
index_1,2024-03-22,2024-03-22 13:29:20.343,2024,3,March,4,Friday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0071
index_1,2024-03-22,2024-03-22 16:15:14.448,2024,3,March,4,Friday,16,Cappuccino,40.0,cash,cash,CASH
index_1,2024-03-22,2024-03-22 17:17:03.724,2024,3,March,4,Friday,17,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-22,2024-03-22 17:17:58.991,2024,3,March,4,Friday,17,Espresso,24.0,card,card,ANON-0000-0000-0012
index_1,2024-03-22,2024-03-22 17:20:49.490,2024,3,March,4,Friday,17,Americano,28.9,card,card,ANON-0000-0000-0050
index_1,2024-03-23,2024-03-23 10:43:59.559,2024,3,March,5,Saturday,10,Latte,38.7,card,card,ANON-0000-0000-0072
index_1,2024-03-23,2024-03-23 10:45:07.157,2024,3,March,5,Saturday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0073
index_1,2024-03-23,2024-03-23 13:10:07.661,2024,3,March,5,Saturday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0074
index_1,2024-03-23,2024-03-23 13:11:12.230,2024,3,March,5,Saturday,13,Cocoa,38.7,card,card,ANON-0000-0000-0074
index_1,2024-03-23,2024-03-23 14:44:41.276,2024,3,March,5,Saturday,14,Americano with Milk,33.8,card,card,ANON-0000-0000-0075
index_1,2024-03-23,2024-03-23 15:47:19.062,2024,3,March,5,Saturday,15,Latte,38.7,card,card,ANON-0000-0000-0076
index_1,2024-03-23,2024-03-23 15:49:33.813,2024,3,March,5,Saturday,15,Americano with Milk,33.8,card,card,ANON-0000-0000-0076
index_1,2024-03-23,2024-03-23 16:00:58.386,2024,3,March,5,Saturday,16,Cortado,28.9,card,card,ANON-0000-0000-0009
index_1,2024-03-24,2024-03-24 10:03:56.005,2024,3,March,6,Sunday,10,Latte,40.0,cash,cash,CASH
index_1,2024-03-24,2024-03-24 18:45:08.397,2024,3,March,6,Sunday,18,Latte,38.7,card,card,ANON-0000-0000-0077
index_1,2024-03-25,2024-03-25 10:31:47.250,2024,3,March,0,Monday,10,Latte,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-25,2024-03-25 11:16:25.671,2024,3,March,0,Monday,11,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-03-25,2024-03-25 14:27:09.163,2024,3,March,0,Monday,14,Latte,38.7,card,card,ANON-0000-0000-0078
index_1,2024-03-25,2024-03-25 14:29:25.343,2024,3,March,0,Monday,14,Latte,38.7,card,card,ANON-0000-0000-0017
index_1,2024-03-25,2024-03-25 18:37:30.650,2024,3,March,0,Monday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0024
index_1,2024-03-25,2024-03-25 19:34:24.542,2024,3,March,0,Monday,19,Cappuccino,38.7,card,card,ANON-0000-0000-0079
index_1,2024-03-26,2024-03-26 10:35:49.679,2024,3,March,1,Tuesday,10,Cocoa,38.7,card,card,ANON-0000-0000-0055
index_1,2024-03-26,2024-03-26 10:36:36.151,2024,3,March,1,Tuesday,10,Latte,38.7,card,card,ANON-0000-0000-0055
index_1,2024-03-26,2024-03-26 10:42:30.170,2024,3,March,1,Tuesday,10,Latte,38.7,card,card,ANON-0000-0000-0080
index_1,2024-03-26,2024-03-26 11:11:47.335,2024,3,March,1,Tuesday,11,Cortado,28.9,card,card,ANON-0000-0000-0009
index_1,2024-03-26,2024-03-26 13:35:52.773,2024,3,March,1,Tuesday,13,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-26,2024-03-26 13:36:49.644,2024,3,March,1,Tuesday,13,Cortado,28.9,card,card,ANON-0000-0000-0032
index_1,2024-03-26,2024-03-26 13:37:59.723,2024,3,March,1,Tuesday,13,Cortado,28.9,card,card,ANON-0000-0000-0059
index_1,2024-03-26,2024-03-26 13:57:53.677,2024,3,March,1,Tuesday,13,Americano,28.9,card,card,ANON-0000-0000-0050
index_1,2024-03-26,2024-03-26 15:48:02.270,2024,3,March,1,Tuesday,15,Latte,38.7,card,card,ANON-0000-0000-0081
index_1,2024-03-26,2024-03-26 18:33:38.568,2024,3,March,1,Tuesday,18,Latte,38.7,card,card,ANON-0000-0000-0024
index_1,2024-03-26,2024-03-26 18:34:54.648,2024,3,March,1,Tuesday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-27,2024-03-27 11:04:51.174,2024,3,March,2,Wednesday,11,Cortado,28.9,card,card,ANON-0000-0000-0003
index_1,2024-03-27,2024-03-27 11:05:58.236,2024,3,March,2,Wednesday,11,Americano with Milk,33.8,card,card,ANON-0000-0000-0003
index_1,2024-03-27,2024-03-27 12:57:00.462,2024,3,March,2,Wednesday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0082
index_1,2024-03-27,2024-03-27 13:35:20.039,2024,3,March,2,Wednesday,13,Hot Chocolate,38.7,card,card,ANON-0000-0000-0083
index_1,2024-03-27,2024-03-27 14:22:31.662,2024,3,March,2,Wednesday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0012
index_1,2024-03-27,2024-03-27 14:23:35.380,2024,3,March,2,Wednesday,14,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-27,2024-03-27 18:30:11.833,2024,3,March,2,Wednesday,18,Cortado,28.9,card,card,ANON-0000-0000-0084
index_1,2024-03-27,2024-03-27 19:31:12.442,2024,3,March,2,Wednesday,19,Latte,40.0,cash,cash,CASH
index_1,2024-03-28,2024-03-28 14:24:47.092,2024,3,March,3,Thursday,14,Cortado,28.9,card,card,ANON-0000-0000-0085
index_1,2024-03-28,2024-03-28 17:24:46.244,2024,3,March,3,Thursday,17,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-28,2024-03-28 17:27:05.304,2024,3,March,3,Thursday,17,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-03-28,2024-03-28 17:32:44.652,2024,3,March,3,Thursday,17,Latte,38.7,card,card,ANON-0000-0000-0086
index_1,2024-03-29,2024-03-29 10:56:19.495,2024,3,March,4,Friday,10,Latte,38.7,card,card,ANON-0000-0000-0087
index_1,2024-03-29,2024-03-29 12:34:17.383,2024,3,March,4,Friday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0088
index_1,2024-03-29,2024-03-29 12:41:32.125,2024,3,March,4,Friday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0088
index_1,2024-03-29,2024-03-29 13:22:44.618,2024,3,March,4,Friday,13,Cappuccino,40.0,cash,cash,CASH
index_1,2024-03-30,2024-03-30 11:59:19.854,2024,3,March,5,Saturday,11,Latte,38.7,card,card,ANON-0000-0000-0069
index_1,2024-03-30,2024-03-30 13:49:25.815,2024,3,March,5,Saturday,13,Cappuccino,40.0,cash,cash,CASH
index_1,2024-03-30,2024-03-30 16:12:31.786,2024,3,March,5,Saturday,16,Latte,38.7,card,card,ANON-0000-0000-0017
index_1,2024-03-30,2024-03-30 16:36:40.513,2024,3,March,5,Saturday,16,Latte,38.7,card,card,ANON-0000-0000-0009
index_1,2024-03-30,2024-03-30 16:37:57.553,2024,3,March,5,Saturday,16,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-03-31,2024-03-31 10:40:04.523,2024,3,March,6,Sunday,10,Cappuccino,38.7,card,card,ANON-0000-0000-0089
index_1,2024-03-31,2024-03-31 19:36:45.000,2024,3,March,6,Sunday,19,Americano,30.0,cash,cash,CASH
